date,precipitation_mm,temperature_degC,pet_mm
1984-12-18,0.0272,-20.3818,0.0
1984-12-19,0.0004,-23.0653,0.0
1984-12-20,0.1186,-22.4584,0.0
1984-12-21,0.0263,-23.3903,0.0
1984-12-22,0.0004,-21.972,0.0
1984-12-23,0.0004,-21.094,0.0
1984-12-24,0.0009,-20.31,0.0
1984-12-25,0.0017,-19.5305,0.0
1984-12-26,0.0005,-20.3684,0.0
1984-12-27,0.0029,-19.7016,0.0
1984-12-28,0.0021,-14.869,0.0
1984-12-29,0.7013,-14.6138,0.0
1984-12-30,0.7605,-20.4433,0.0
1984-12-31,0.0067,-17.6931,0.0
1985-01-01,0.213,-16.9069,0.0
1985-01-02,0.8443,-17.3735,0.0
1985-01-03,1.2102,-12.4719,0.0
1985-01-04,1.7476,-12.358,0.0
1985-01-05,0.0215,-13.9631,0.0
1985-01-06,0.097,-13.7654,0.0
1985-01-07,0.0099,-14.6082,0.0
1985-01-08,0.0027,-14.0372,0.0
1985-01-09,0.0022,-12.7018,0.0
1985-01-10,0.0013,-11.1972,0.0
1985-01-11,0.0,-10.7237,0.0
1985-01-12,0.0038,-8.99,0.0
1985-01-13,0.3895,-9.0346,0.0
1985-01-14,0.9982,-11.2699,0.0
1985-01-15,2.7977,-13.7842,0.0
1985-01-16,7.5011,-13.0112,0.0
1985-01-17,2.1256,-11.6005,0.0
1985-01-18,0.4974,-13.6491,0.0
1985-01-19,2.2926,-11.953,0.0
1985-01-20,3.1989,-12.112,0.0
1985-01-21,0.1778,-13.8557,0.0
1985-01-22,0.8549,-9.2611,0.0
1985-01-23,2.1591,-10.7648,0.0
1985-01-24,0.1837,-10.6128,0.0
1985-01-25,0.381,-9.8195,0.0
1985-01-26,0.1808,-11.0683,0.0
1985-01-27,0.0055,-10.7617,0.0
1985-01-28,0.002,-9.7189,0.0
1985-01-29,0.0013,-11.1218,0.0
1985-01-30,0.0,-10.1465,0.0
1985-01-31,0.0009,-7.5842,0.0
1985-02-01,0.2907,-9.5879,0.0
1985-02-02,0.4315,-9.077,0.0
1985-02-03,1.2576,-7.3897,0.0
1985-02-04,0.4424,-9.9073,0.0
1985-02-05,0.3039,-10.2436,0.0
1985-02-06,0.0086,-9.0733,0.0
1985-02-07,1.8246,-11.2002,0.0
1985-02-08,0.5154,-17.268,0.0
1985-02-09,0.0163,-15.5967,0.0
1985-02-10,0.8863,-12.6197,0.0
1985-02-11,2.7027,-15.0087,0.0
1985-02-12,3.3171,-13.1908,0.0
1985-02-13,0.1613,-9.8435,0.0
1985-02-14,0.0009,-6.9726,0.0
1985-02-15,0.0004,-6.2601,0.0
1985-02-16,0.0009,-7.482,0.0
1985-02-17,0.0261,-5.2505,0.0
1985-02-18,1.0098,-6.8465,0.0
1985-02-19,1.0462,-9.3975,0.0
1985-02-20,0.072,-10.752,0.0
1985-02-21,0.1554,-6.7662,0.0
1985-02-22,0.2018,-5.4874,0.0
1985-02-23,1.0381,-5.95,0.0
1985-02-24,8.9744,-11.0129,0.0
1985-02-25,0.2834,-14.0345,0.0
1985-02-26,2.2194,-8.916,0.0
1985-02-27,16.1534,-5.8704,0.0
1985-02-28,3.9582,-11.5072,0.0
1985-03-01,0.2786,-12.3819,0.0
1985-03-02,0.2815,-10.79,0.0
1985-03-03,2.8842,-11.0764,0.0
1985-03-04,9.2302,-11.8452,0.0
1985-03-05,1.878,-16.6741,0.0
1985-03-06,2.2944,-17.4923,0.0
1985-03-07,0.0202,-15.729,0.0
1985-03-08,0.0036,-9.77,0.0
1985-03-09,0.5624,-11.0262,0.0
1985-03-10,1.112,-13.3642,0.0
1985-03-11,3.2169,-14.7623,0.0
1985-03-12,0.6479,-15.9347,0.0
1985-03-13,0.0493,-13.8997,0.0
1985-03-14,0.2112,-12.2555,0.0
1985-03-15,0.338,-12.237,0.0
1985-03-16,0.0097,-11.2048,0.0
1985-03-17,0.0021,-10.402,0.0
1985-03-18,0.0013,-10.3892,0.0
1985-03-19,0.0046,-7.9641,0.0
1985-03-20,0.2473,-4.7128,0.03202399721609986
1985-03-21,4.7187,-3.096,0.2143924850399166
1985-03-22,3.5601,-5.1993,0.0
1985-03-23,1.7077,-3.7297,0.1458157946855147
1985-03-24,2.3924,-5.4439,0.0
1985-03-25,8.521,-2.9293,0.24219869729895038
1985-03-26,9.9223,-4.5191,0.05676908681751643
1985-03-27,0.4738,-4.252,0.08910670346096801
1985-03-28,0.6827,-2.5595,0.29335135601448675
1985-03-29,4.9427,-5.976,0.0
1985-03-30,4.2629,-7.1968,0.0
1985-03-31,0.0379,-6.5594,0.0
1985-04-01,0.0012,-0.0565,0.6152194323120889
1985-04-02,0.7018,0.8149,0.729759074644241
1985-04-03,1.0114,-1.2729,0.4716261509669692
1985-04-04,0.0765,-0.7903,0.53705073161565
1985-04-05,3.8899,-0.2712,0.6081352009938028
1985-04-06,4.8111,-2.9802,0.26181243041542807
1985-04-07,5.3599,-2.2091,0.3645914880934874
1985-04-08,6.0418,-2.9511,0.2697186857344197
1985-04-09,4.3437,-4.3582,0.08512668199313811
1985-04-10,0.0118,-3.5851,0.18906677152150025
1985-04-11,0.0009,-1.4256,0.48113161594359816
1985-04-12,0.1781,-0.4695,0.6142229800248278
1985-04-13,0.5835,0.0908,0.6950773575347853
1985-04-14,2.0774,-1.6721,0.4575437922018588
1985-04-15,0.0249,0.9259,0.820314248268814
1985-04-16,0.6122,3.5261,1.1881965349111732
1985-04-17,14.0329,-5.7296,0.0
1985-04-18,1.1063,-7.8974,0.0
1985-04-19,0.0013,-1.4747,0.5009122331576121
1985-04-20,0.0013,1.6828,0.9555010228225105
1985-04-21,0.0013,4.1561,1.317163319514845
1985-04-22,4.6891,0.21,0.7540023715400949
1985-04-23,0.0357,-3.7387,0.18361534208161145
1985-04-24,0.0019,1.3359,0.9276932186208617
1985-04-25,0.0017,5.5843,1.5585252760924524
1985-04-26,0.0043,7.7113,1.8821216784118662
1985-04-27,0.0004,6.5538,1.72004262820996
1985-04-28,2.0636,4.8151,1.4689823950719108
1985-04-29,4.6715,2.8393,1.1793908483675188
1985-04-30,1.8545,2.5441,1.1407694231571013
1985-05-01,1.6944,2.6656,1.1649255473554179
1985-05-02,9.7335,0.8465,0.8928148825778515
1985-05-03,0.0009,-0.066,0.757059809288595
1985-05-04,0.6992,2.7357,1.192473208657856
1985-05-05,2.2084,2.6038,1.1774712420067657
1985-05-06,9.0541,2.6235,1.1857620489834502
1985-05-07,4.5819,3.3114,1.2983566569130605
1985-05-08,9.3527,0.4564,0.8559652468892038
1985-05-09,9.1493,0.1092,0.804797508452965
1985-05-10,2.1615,-0.5161,0.7091324547457359
1985-05-11,2.2961,0.4097,0.8588880079525454
1985-05-12,12.8036,-3.7961,0.1918669298911226
1985-05-13,7.4836,-11.641,0.0
1985-05-14,0.0004,-3.8898,0.17822472584036259
1985-05-15,1.3583,-0.5073,0.7237445466923297
1985-05-16,0.3346,1.1471,0.9936071974004136
1985-05-17,0.4497,2.3791,1.1966580286515733
1985-05-18,0.0004,5.8007,1.7571007137889714
1985-05-19,0.468,7.4755,2.0358084013618
1985-05-20,6.758,6.3977,1.8654631494103096
1985-05-21,5.2532,5.464,1.7175691489604386
1985-05-22,2.3255,6.7458,1.9333162188732447
1985-05-23,11.3945,7.1056,1.9978705978069071
1985-05-24,26.5548,1.8468,1.132886940434108
1985-05-25,1.2066,-0.457,0.7535583737490107
1985-05-26,0.0004,1.467,1.0752508367049458
1985-05-27,0.0004,3.506,1.4174990705712676
1985-05-28,0.0,4.9634,1.6640000451247714
1985-05-29,0.0261,5.5806,1.7707713343288716
1985-05-30,0.1394,5.2046,1.7112474393777413
1985-05-31,5.3707,4.3849,1.576774144144535
1985-06-01,31.5589,2.0397,1.1848831795492454
1985-06-02,1.1479,-1.1055,0.6566187863482749
1985-06-03,0.0006,2.5881,1.2814263917381905
1985-06-04,1.0405,8.0598,2.2087934644344616
1985-06-05,16.8378,7.3474,2.091274924368327
1985-06-06,15.5944,4.1286,1.5481605797716218
1985-06-07,0.535,3.5644,1.4542674474509254
1985-06-08,0.5688,5.528,1.789732532583781
1985-06-09,12.276,6.601,1.974204340158395
1985-06-10,22.5726,1.6695,1.1360670614134363
1985-06-11,0.1388,3.1481,1.389123124881973
1985-06-12,0.0027,6.5641,1.9730118459000472
1985-06-13,0.8962,9.2657,2.435590339708448
1985-06-14,2.3949,8.1516,2.2466889837015636
1985-06-15,1.4583,8.9138,2.3780626782984204
1985-06-16,1.4874,8.2587,2.267000858971181
1985-06-17,3.181,7.8689,2.2010273514382503
1985-06-18,3.7175,8.1068,2.2421985850797435
1985-06-19,6.0233,8.6744,2.339587122057038
1985-06-20,3.6366,10.2445,2.6083018595055756
1985-06-21,9.1849,10.0905,2.5817978038170466
1985-06-22,6.5015,9.5639,2.4913253200417
1985-06-23,1.182,10.0104,2.5670800553399036
1985-06-24,3.3132,9.8193,2.533549960923466
1985-06-25,4.5383,9.6345,2.50088976936612
1985-06-26,3.2387,9.001,2.3913923170474254
1985-06-27,2.6809,8.8259,2.3600462847439143
1985-06-28,0.297,8.9113,2.37295969972615
1985-06-29,0.0203,10.1857,2.588291439666233
1985-06-30,4.0696,12.0078,2.896292091118798
1985-07-01,18.4361,10.7148,2.67349293133132
1985-07-02,16.1328,10.2244,2.5872976407997044
1985-07-03,7.0137,10.8893,2.6971618327728173
1985-07-04,4.5642,11.953,2.874119279387552
1985-07-05,3.5657,12.289,2.9271432225654115
1985-07-06,9.7487,11.2044,2.739572145476802
1985-07-07,3.4474,9.3522,2.4227226063117957
1985-07-08,0.2801,11.8879,2.8461379389804966
1985-07-09,1.6711,12.6247,2.965218321913143
1985-07-10,8.3068,12.2787,2.90175083732038
1985-07-11,5.0355,10.9047,2.665925515746876
1985-07-12,3.2518,9.0243,2.346045609676679
1985-07-13,1.8868,10.0438,2.511335132174673
1985-07-14,1.9731,11.5577,2.7580237787854274
1985-07-15,8.6709,11.6595,2.768660576129792
1985-07-16,25.2177,10.0101,2.4886271904468815
1985-07-17,35.5872,8.1189,2.169705462449691
1985-07-18,12.5342,4.6273,1.5881569631049903
1985-07-19,1.7804,4.9279,1.6333910279094395
1985-07-20,0.3426,10.4365,2.532699109092954
1985-07-21,6.9713,10.3599,2.5129456969597177
1985-07-22,9.3694,11.7157,2.7266979498174146
1985-07-23,25.6563,12.0179,2.767539263762515
1985-07-24,14.1396,9.9226,2.4191628722054497
1985-07-25,4.7441,10.7748,2.5490273479525243
1985-07-26,0.608,12.748,2.858295427092134
1985-07-27,4.3556,13.2739,2.9328701586037003
1985-07-28,1.9284,13.1885,2.9088344539766506
1985-07-29,9.2369,14.5861,3.1209516170388656
1985-07-30,6.4682,11.5825,2.6324626896478036
1985-07-31,21.428,11.2866,2.575560652891424
1985-08-01,26.0582,9.4898,2.28238358008598
1985-08-02,16.4735,8.3159,2.0889939937150377
1985-08-03,6.0841,7.9124,2.0172947627947497
1985-08-04,0.1564,10.526,2.4153093482731434
1985-08-05,7.652,11.0954,2.4929902271144107
1985-08-06,10.0002,10.0281,2.3173044314741675
1985-08-07,17.4717,9.2516,2.187546064980479
1985-08-08,7.6216,9.1503,2.161861703602648
1985-08-09,3.7503,10.3225,2.3297774567130385
1985-08-10,11.3022,9.9255,2.2583428366526253
1985-08-11,14.1418,9.3453,2.159733568582644
1985-08-12,9.347,8.9205,2.0851057294866657
1985-08-13,10.1727,9.1516,2.1086980581513513
1985-08-14,12.341,7.1244,1.7970384950184557
1985-08-15,2.1125,7.8452,1.8935583578434552
1985-08-16,3.0038,9.4166,2.113457729843561
1985-08-17,4.6467,9.7773,2.1541238342418167
1985-08-18,9.7542,9.9621,2.168526461471518
1985-08-19,19.2635,7.5259,1.8048006050674261
1985-08-20,11.1391,7.8095,1.8346443267304995
1985-08-21,2.3106,8.0612,1.8593163679391898
1985-08-22,6.0381,7.3825,1.7517815468759383
1985-08-23,0.8931,8.0977,1.841275356556781
1985-08-24,2.3761,9.5795,2.036427389955961
1985-08-25,7.5259,9.4374,2.0034025122428085
1985-08-26,15.6763,7.7498,1.757460941385683
1985-08-27,3.9132,9.0457,1.9229977823406754
1985-08-28,1.6443,9.2031,1.9311743291210326
1985-08-29,11.7251,8.6479,1.8427092910189649
1985-08-30,10.9035,6.1239,1.4912495517234174
1985-08-31,8.2106,4.3616,1.2459341113516367
1985-09-01,0.4977,6.8293,1.562806404448251
1985-09-02,1.258,8.6703,1.792563876656224
1985-09-03,10.9467,7.3009,1.6007857056011998
1985-09-04,14.4172,3.6474,1.116685262963173
1985-09-05,0.0631,2.1223,0.9125645873877897
1985-09-06,1.5556,3.2194,1.044794209959682
1985-09-07,3.0781,3.9301,1.1260131140001872
1985-09-08,3.3055,2.7809,0.9731116531353544
1985-09-09,0.111,5.396,1.2894191283674348
1985-09-10,0.4843,6.5352,1.4187220884872926
1985-09-11,0.2244,6.1776,1.3630588275752606
1985-09-12,0.007,6.3174,1.3682206358838862
1985-09-13,0.0416,5.7371,1.2867366185805365
1985-09-14,0.117,4.0767,1.0781365712412796
1985-09-15,1.1212,5.8379,1.275804778995271
1985-09-16,0.9033,6.8426,1.381433019898714
1985-09-17,5.6037,6.6328,1.3445018141262317
1985-09-18,4.9207,3.0164,0.9179136931711818
1985-09-19,3.4062,3.2187,0.9322282390669397
1985-09-20,1.284,5.4856,1.1780419716893171
1985-09-21,0.0833,7.6181,1.4039831591308876
1985-09-22,7.7503,6.3917,1.2551900329076504
1985-09-23,4.0331,4.0888,0.9915931972947879
1985-09-24,0.2633,6.6294,1.256156981489534
1985-09-25,1.4747,7.0691,1.2905512160789179
1985-09-26,4.0513,6.27,1.1928690514365508
1985-09-27,6.3547,5.8133,1.1327941660492344
1985-09-28,5.3461,5.9867,1.1390427245706798
1985-09-29,2.5998,5.1997,1.0463982159379992
1985-09-30,1.6543,7.1187,1.230155783506642
1985-10-01,1.0621,7.9913,1.3046969958894512
1985-10-02,0.6493,6.6702,1.1594384649404241
1985-10-03,7.7161,-1.3588,0.3578381372077093
1985-10-04,5.1654,0.19,0.5044794332971734
1985-10-05,10.0303,-0.0837,0.4726186890405662
1985-10-06,6.0849,-0.9058,0.3892256746356464
1985-10-07,12.6807,-3.2604,0.16353337994794648
1985-10-08,0.7285,-3.0876,0.17775680910239333
1985-10-09,0.3481,-2.095,0.26696316740455067
1985-10-10,0.7263,-1.6217,0.30692317361275123
1985-10-11,4.8105,-1.982,0.2710484562444935
1985-10-12,15.6875,-9.5432,0.0
1985-10-13,0.0018,-9.0602,0.0
1985-10-14,0.0003,-7.2244,0.0
1985-10-15,0.0024,-6.0894,0.0
1985-10-16,0.0013,-5.8932,0.0
1985-10-17,0.0027,-6.428,0.0
1985-10-18,0.006,-5.175,0.0
1985-10-19,0.0377,-2.378,0.21430982142097846
1985-10-20,2.8969,-3.0052,0.1611053271473302
1985-10-21,0.0167,-0.5483,0.35524303231506527
1985-10-22,6.3245,-1.8916,0.245084533476158
1985-10-23,7.8102,-4.6833,0.024671688081100214
1985-10-24,0.1911,-4.4161,0.044942363446558026
1985-10-25,1.6724,-5.7758,0.0
1985-10-26,4.3902,-5.5032,0.0
1985-10-27,5.667,-4.1635,0.06209791908099119
1985-10-28,0.4497,-3.7697,0.09023879017899405
1985-10-29,2.8491,-2.9467,0.14880365578646312
1985-10-30,0.6424,-4.731,0.019262075256637205
1985-10-31,11.1403,-7.6917,0.0
1985-11-01,1.1663,-10.1099,0.0
1985-11-02,0.0009,-6.2899,0.0
1985-11-03,0.7371,-3.985,0.06930125033302093
1985-11-04,12.5428,-5.0374,0.0
1985-11-05,1.4246,-7.9443,0.0
1985-11-06,0.0279,-8.9786,0.0
1985-11-07,0.4079,-8.2943,0.0
1985-11-08,2.0449,-8.8185,0.0
1985-11-09,0.2817,-10.6034,0.0
1985-11-10,0.4397,-10.9712,0.0
1985-11-11,3.1065,-7.9571,0.0
1985-11-12,5.9215,-11.9388,0.0
1985-11-13,0.0005,-9.3002,0.0
1985-11-14,0.0009,-6.2191,0.0
1985-11-15,0.0022,-5.0629,0.0
1985-11-16,0.0,-3.9715,0.06071658091239154
1985-11-17,0.0035,-3.9593,0.0608100264905732
1985-11-18,0.7121,-4.9282,0.004153343145699059
1985-11-19,12.7135,-9.9001,0.0
1985-11-20,2.371,-14.9151,0.0
1985-11-21,0.0045,-13.4887,0.0
1985-11-22,0.0004,-11.3602,0.0
1985-11-23,0.0822,-11.7497,0.0
1985-11-24,2.2479,-14.7539,0.0
1985-11-25,0.3001,-17.1395,0.0
1985-11-26,0.0019,-14.9949,0.0
1985-11-27,0.0004,-12.7151,0.0
1985-11-28,0.0009,-9.5171,0.0
1985-11-29,0.0314,-9.5852,0.0
1985-11-30,0.0184,-10.335,0.0
1985-12-01,0.0,-9.8929,0.0
1985-12-02,0.1822,-8.1638,0.0
1985-12-03,0.4316,-6.9865,0.0
1985-12-04,0.0107,-5.8912,0.0
1985-12-05,0.1156,-3.8942,0.05586017088648778
1985-12-06,0.5023,-3.9555,0.05248020201965638
1985-12-07,2.0093,-11.4532,0.0
1985-12-08,2.058,-13.7217,0.0
1985-12-09,0.0797,-15.926,0.0
1985-12-10,0.2324,-15.9342,0.0
1985-12-11,1.3275,-16.581,0.0
1985-12-12,0.0004,-13.727,0.0
1985-12-13,0.0039,-9.7879,0.0
1985-12-14,0.4273,-12.6682,0.0
1985-12-15,0.1169,-14.5972,0.0
1985-12-16,0.0825,-12.5709,0.0
1985-12-17,0.0005,-13.0557,0.0
1985-12-18,0.2864,-11.2482,0.0
1985-12-19,2.8359,-8.1819,0.0
1985-12-20,3.758,-4.9687,0.0015140534600357706
1985-12-21,9.1733,-5.1976,0.0
1985-12-22,2.358,-8.0427,0.0
1985-12-23,0.0083,-8.0451,0.0
1985-12-24,0.3471,-9.3807,0.0
1985-12-25,0.5721,-11.6086,0.0
1985-12-26,0.4996,-13.0812,0.0
1985-12-27,0.031,-14.2782,0.0
1985-12-28,0.0005,-11.1708,0.0
1985-12-29,0.3119,-11.5039,0.0
1985-12-30,0.0896,-13.9966,0.0
1985-12-31,0.1454,-13.1484,0.0
1986-01-01,0.5037,-14.9006,0.0
1986-01-02,0.0035,-16.0686,0.0
1986-01-03,0.0009,-15.7059,0.0
1986-01-04,0.0,-13.3195,0.0
1986-01-05,0.0308,-8.553,0.0
1986-01-06,0.0495,-9.8966,0.0
1986-01-07,0.0039,-9.7038,0.0
1986-01-08,0.0,-7.0883,0.0
1986-01-09,0.0009,-7.5208,0.0
1986-01-10,0.0047,-10.321,0.0
1986-01-11,0.1939,-10.8098,0.0
1986-01-12,0.0639,-11.4592,0.0
1986-01-13,0.7949,-10.5984,0.0
1986-01-14,1.2113,-8.9012,0.0
1986-01-15,0.4508,-9.3381,0.0
1986-01-16,1.7458,-9.7582,0.0
1986-01-17,2.7351,-12.9,0.0
1986-01-18,0.0293,-14.0846,0.0
1986-01-19,0.0009,-14.7815,0.0
1986-01-20,0.0009,-11.9617,0.0
1986-01-21,0.0019,-7.8414,0.0
1986-01-22,0.1551,-7.4682,0.0
1986-01-23,0.226,-12.2807,0.0
1986-01-24,0.6524,-11.4333,0.0
1986-01-25,1.3596,-15.407,0.0
1986-01-26,0.971,-18.1579,0.0
1986-01-27,0.0731,-15.7777,0.0
1986-01-28,0.5739,-16.0199,0.0
1986-01-29,0.2247,-17.1597,0.0
1986-01-30,0.0501,-16.1913,0.0
1986-01-31,0.0043,-12.275,0.0
1986-02-01,0.0099,-10.1731,0.0
1986-02-02,0.002,-8.2171,0.0
1986-02-03,0.1365,-7.4991,0.0
1986-02-04,0.9542,-9.5407,0.0
1986-02-05,0.057,-9.6668,0.0
1986-02-06,1.0096,-9.1182,0.0
1986-02-07,0.0065,-8.552,0.0
1986-02-08,0.0014,-5.2507,0.0
1986-02-09,0.7304,-7.3422,0.0
1986-02-10,1.0738,-9.838,0.0
1986-02-11,0.3697,-9.9567,0.0
1986-02-12,0.5995,-9.2759,0.0
1986-02-13,2.1999,-11.2542,0.0
1986-02-14,0.3715,-13.8477,0.0
1986-02-15,0.6352,-13.6238,0.0
1986-02-16,0.5696,-12.4604,0.0
1986-02-17,0.3178,-10.5714,0.0
1986-02-18,2.489,-11.0913,0.0
1986-02-19,0.6094,-11.7455,0.0
1986-02-20,0.1461,-11.8185,0.0
1986-02-21,0.0018,-9.0311,0.0
1986-02-22,3.2767,-13.4408,0.0
1986-02-23,0.3559,-16.8479,0.0
1986-02-24,0.0,-11.1804,0.0
1986-02-25,0.0021,-9.1293,0.0
1986-02-26,0.0021,-9.9041,0.0
1986-02-27,0.0009,-9.7773,0.0
1986-02-28,0.0048,-7.5118,0.0
1986-03-01,0.0,-5.373,0.0
1986-03-02,0.0091,-3.3408,0.15242797730171276
1986-03-03,5.9402,-9.7475,0.0
1986-03-04,0.8095,-9.9297,0.0
1986-03-05,7.3163,-13.0252,0.0
1986-03-06,0.0012,-11.074,0.0
1986-03-07,0.0017,-8.349,0.0
1986-03-08,0.0002,-5.7303,0.0
1986-03-09,0.0013,-2.9393,0.20486987164301199
1986-03-10,0.1899,-2.2009,0.28133903777913494
1986-03-11,0.5796,-5.7907,0.0
1986-03-12,5.4857,-7.8173,0.0
1986-03-13,1.6581,-9.0958,0.0
1986-03-14,4.2093,-9.9157,0.0
1986-03-15,5.1153,-12.2996,0.0
1986-03-16,3.6435,-14.9594,0.0
1986-03-17,0.8924,-15.7017,0.0
1986-03-18,3.3202,-16.819,0.0
1986-03-19,0.4009,-13.7441,0.0
1986-03-20,0.0009,-9.7792,0.0
1986-03-21,0.0275,-10.0893,0.0
1986-03-22,0.0,-9.3415,0.0
1986-03-23,2.4335,-9.3111,0.0
1986-03-24,3.0663,-10.6067,0.0
1986-03-25,4.7004,-9.7104,0.0
1986-03-26,1.066,-11.7508,0.0
1986-03-27,1.2152,-10.0378,0.0
1986-03-28,3.8325,-9.7728,0.0
1986-03-29,2.7836,-9.8579,0.0
1986-03-30,4.1929,-10.5756,0.0
1986-03-31,0.4515,-11.2602,0.0
1986-04-01,0.0017,-8.2888,0.0
1986-04-02,0.0017,-6.682,0.0
1986-04-03,0.0013,-4.4514,0.0694196845859997
1986-04-04,0.0004,-2.2241,0.3541342912539807
1986-04-05,5.3092,-4.6785,0.04134568328529602
1986-04-06,0.002,-4.7924,0.026909724009428124
1986-04-07,0.0126,-4.4499,0.0718627602566295
1986-04-08,0.1328,-5.3497,0.0
1986-04-09,0.1373,-3.4454,0.20619809882600895
1986-04-10,0.2613,-4.8832,0.015607462657227471
1986-04-11,0.0009,-2.2076,0.3758706144698141
1986-04-12,0.0004,-0.7431,0.5771296333004502
1986-04-13,0.0457,0.9536,0.8128805994773116
1986-04-14,0.4121,2.508,1.0322542119208977
1986-04-15,1.3983,2.3931,1.023416741571098
1986-04-16,5.7682,1.3593,0.8862314803322296
1986-04-17,1.4801,0.5,0.7715445598491079
1986-04-18,0.006,1.9949,0.9876180239822687
1986-04-19,7.6815,1.8645,0.9753813929340562
1986-04-20,5.7009,-0.1987,0.6864857635837852
1986-04-21,19.3837,-0.5365,0.6421029124468399
1986-04-22,18.5091,-2.5341,0.35687033550493663
1986-04-23,1.3036,-4.4241,0.08383737057385239
1986-04-24,0.0013,-3.1669,0.2683998230802099
1986-04-25,0.0404,-2.0335,0.43681350977658046
1986-04-26,7.6932,-3.2424,0.26024223029719196
1986-04-27,5.7504,-3.0532,0.28982490510474046
1986-04-28,3.2666,-3.6039,0.20894808221616637
1986-04-29,2.5486,-3.3611,0.24656584916887048
1986-04-30,2.2749,-2.5805,0.3658609535038781
1986-05-01,0.3669,-1.4157,0.5446987371355176
1986-05-02,0.043,1.1664,0.9416665854661873
1986-05-03,0.724,1.7871,1.0413945341756428
1986-05-04,0.0013,5.0417,1.54794759612958
1986-05-05,0.0144,8.7385,2.1274479415963
1986-05-06,1.0631,7.6866,1.9732785217594857
1986-05-07,10.9125,3.8782,1.3868987260155372
1986-05-08,0.1122,3.4079,1.3189777507733553
1986-05-09,4.3776,2.0268,1.1068564809358203
1986-05-10,0.2007,3.4037,1.3290520328166866
1986-05-11,0.0625,6.4426,1.8167203208676626
1986-05-12,3.5065,3.982,1.4314716872514854
1986-05-13,3.5746,2.6275,1.2200931012305671
1986-05-14,3.4187,4.0016,1.445061873648539
1986-05-15,5.9349,2.7343,1.2459450770099239
1986-05-16,3.1142,2.0474,1.13913021798241
1986-05-17,13.3719,0.5479,0.8996949597045796
1986-05-18,7.5428,-2.8668,0.347037436708235
1986-05-19,12.8806,-2.7852,0.3614210610665797
1986-05-20,2.4607,-2.5865,0.3950178817745494
1986-05-21,0.4925,-1.3126,0.6052527217007571
1986-05-22,0.8981,-0.2456,0.7825570528198127
1986-05-23,0.001,2.2892,1.2029869119691803
1986-05-24,1.4068,4.8167,1.624293279803632
1986-05-25,9.4893,4.1361,1.515426955405753
1986-05-26,13.8581,2.8049,1.2976999003244827
1986-05-27,2.8787,2.4273,1.2377369911655272
1986-05-28,8.1878,1.883,1.1495385421235522
1986-05-29,0.0367,3.8409,1.479614794025681
1986-05-30,2.9998,3.8806,1.48922094056974
1986-05-31,3.1569,5.1941,1.7127293101496879
1986-06-01,7.9789,4.6662,1.62696106228375
1986-06-02,5.649,3.8125,1.4858012722285716
1986-06-03,10.212,2.4917,1.2651470195417827
1986-06-04,1.5328,1.9477,1.1750589100025506
1986-06-05,2.5981,3.7672,1.484897672135186
1986-06-06,3.7248,4.8085,1.663467897233963
1986-06-07,3.6562,4.8076,1.6653675000723576
1986-06-08,13.701,4.055,1.5393263756217834
1986-06-09,12.6963,0.7125,0.972126738484168
1986-06-10,0.0005,0.9404,1.0118738693485834
1986-06-11,3.8022,4.5331,1.6252438803908078
1986-06-12,5.064,4.9854,1.7036615461687752
1986-06-13,9.1101,5.8101,1.84561396435382
1986-06-14,18.4085,5.5957,1.8100643621009351
1986-06-15,13.9912,3.3068,1.4197480958537076
1986-06-16,0.2283,6.2171,1.9179237282060562
1986-06-17,4.9092,9.2401,2.4355500149364615
1986-06-18,11.0104,9.4857,2.478088934285229
1986-06-19,8.7194,9.996,2.565702954598911
1986-06-20,14.4739,9.6573,2.5078331755932353
1986-06-21,29.0413,8.8102,2.362754317635213
1986-06-22,4.1347,7.4462,2.12906798304733
1986-06-23,3.677,9.4286,2.4675805632413077
1986-06-24,3.7657,8.6376,2.331523145296327
1986-06-25,6.4903,7.2318,2.0902923557984563
1986-06-26,5.3903,6.7311,2.0036899086147453
1986-06-27,6.2266,7.8394,2.1916532210084707
1986-06-28,4.9651,7.8548,2.192744197022544
1986-06-29,9.0981,7.6178,2.1506116759464886
1986-06-30,5.3734,7.764,2.1736069480497386
1986-07-01,1.072,11.0898,2.73729010655781
1986-07-02,0.6444,13.413,3.1291815414758517
1986-07-03,19.3026,12.1325,2.9081913677745588
1986-07-04,1.5452,10.6877,2.659607209299127
1986-07-05,2.6867,10.6856,2.6556768888814863
1986-07-06,5.3872,9.04,2.3736511640353424
1986-07-07,11.1147,7.9143,2.179997948376724
1986-07-08,20.1713,7.3007,2.0730516491699613
1986-07-09,19.2988,4.8762,1.661593626608032
1986-07-10,1.5391,5.2871,1.7275953074362354
1986-07-11,0.0048,8.9797,2.3432594725135716
1986-07-12,4.8829,10.8881,2.6578301413335454
1986-07-13,9.179,11.5789,2.767596885282355
1986-07-14,5.0774,11.7527,2.790505019348015
1986-07-15,2.0249,12.6837,2.938873497410271
1986-07-16,0.667,13.2588,3.027251393723661
1986-07-17,1.1041,12.683,2.924551730137274
1986-07-18,7.3574,13.147,2.993599909576543
1986-07-19,18.4625,11.7964,2.763433259921847
1986-07-20,12.646,11.305,2.675195735675873
1986-07-21,17.4173,10.9981,2.6173579616098586
1986-07-22,17.363,9.0191,2.286823239725846
