date,precipitation_mm,temperature_degC,q_m3s,q_mm,q_gap_length_days,q_mm_clean,q_status
2017-04-02,6.0951,-4.1796,1.9206071676169,0.6115591482350564,0,0.6115591482350564,observed
2017-04-03,13.2532,-6.5699,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-04,0.2155,-6.9571,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-05,8.5853,-8.4017,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-06,0.5491,-10.6784,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-07,0.0016,-8.703,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-08,0.0013,-6.5581,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-09,0.0004,-4.5124,2.5144578788454,0.8006529104895799,0,0.8006529104895799,observed
2017-04-10,1.524,-3.0339,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-11,10.4064,-2.2415,2.8413366026733,0.9047375339830955,0,0.9047375339830955,observed
2017-04-12,8.6473,-1.4341,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-13,33.9974,-4.2886,2.8413366026733,0.9047375339830955,0,0.9047375339830955,observed
2017-04-14,0.064,-3.891,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-15,0.0499,3.0885,2.67540112674155,0.8519004103724845,0,0.8519004103724845,observed
2017-04-16,5.5594,3.8406,3.01226430664067,0.9591642813214193,0,0.9591642813214193,observed
2017-04-17,17.8746,0.454,3.18818423864365,1.0151806523874525,0,1.0151806523874525,observed
2017-04-18,6.3649,0.3417,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-04-19,0.276,0.4234,3.36909639868224,1.0727866471811953,0,1.0727866471811953,observed
2017-04-20,1.482,3.0092,3.36909639868224,1.0727866471811953,0,1.0727866471811953,observed
2017-04-21,4.7212,1.503,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-04-22,3.6525,-1.4847,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-04-23,0.0069,0.178,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-04-24,0.0017,2.6217,3.74589740286624,1.1927675079518065,0,1.1927675079518065,observed
2017-04-25,0.0017,6.3781,4.14266731919268,1.3191068636332557,0,1.3191068636332557,observed
2017-04-26,0.0,5.9862,4.99611388827287,1.5908610597286652,0,1.5908610597286652,observed
2017-04-27,5.1102,1.6717,4.77526390394941,1.5205380751132496,0,1.5205380751132496,observed
2017-04-28,10.4808,-5.689,4.34854061940931,1.3846609770655431,0,1.3846609770655431,observed
2017-04-29,1.8995,-6.4458,3.94178624701165,1.2551423739286747,0,1.2551423739286747,observed
2017-04-30,3.4339,-7.196,3.74589740286624,1.1927675079518065,0,1.1927675079518065,observed
2017-05-01,0.7859,-4.7228,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-05-02,0.002,-2.803,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-05-03,0.0017,0.8544,3.94178624701165,1.2551423739286747,0,1.2551423739286747,observed
2017-05-04,0.0334,1.5424,3.74589740286624,1.1927675079518065,0,1.1927675079518065,observed
2017-05-05,0.9889,2.3699,3.55500078675643,1.1319822657026446,0,1.1319822657026446,observed
2017-05-06,8.8045,3.2649,3.74589740286624,1.1927675079518065,0,1.1927675079518065,observed
2017-05-07,6.794,1.228,4.34854061940931,1.3846609770655431,0,1.3846609770655431,observed
2017-05-08,0.4002,2.8111,4.79772893010965,1.5276913818879405,0,1.5276913818879405,observed
2017-05-09,0.0011,4.3538,5.45279054102662,1.7362759001426258,0,1.7362759001426258,observed
2017-05-10,1.5062,5.2324,6.17524723042432,1.9663203387213877,0,1.9663203387213877,observed
2017-05-11,0.9216,4.3795,7.98052575675619,2.5411565761912542,0,2.5411565761912542,observed
2017-05-12,0.0009,7.2527,7.30818144907581,2.327068906907017,0,2.327068906907017,observed
2017-05-13,0.0009,8.0682,7.56777271697047,2.4097278792151866,0,2.4097278792151866,observed
2017-05-14,0.0,8.3139,7.56777271697046,2.409727879215183,0,2.409727879215183,observed
2017-05-15,1.4052,8.2479,8.37372841025422,2.666360045131439,0,2.666360045131439,observed
2017-05-16,2.2954,6.0608,9.22045693793767,2.9359750845353236,0,2.9359750845353236,observed
2017-05-17,2.9743,4.6063,8.93368378044322,2.8446608632354033,0,2.8446608632354033,observed
2017-05-18,14.0375,2.1738,8.37372841025422,2.666360045131439,0,2.666360045131439,observed
2017-05-19,2.9912,0.6639,7.83189429979841,2.4938293930219753,0,2.4938293930219753,observed
2017-05-20,0.0119,3.3879,7.56777271697046,2.409727879215183,0,2.409727879215183,observed
2017-05-21,0.0,6.5874,7.56777271697046,2.409727879215183,0,2.409727879215183,observed
2017-05-22,0.0,9.0028,8.37372841025422,2.666360045131439,0,2.666360045131439,observed
2017-05-23,7.1703,6.5856,8.93368378044322,2.8446608632354033,0,2.8446608632354033,observed
2017-05-24,0.175,7.361,9.80759419772646,3.122931151631039,0,3.122931151631039,observed
2017-05-25,7.381,6.7913,11.0362324965036,3.514153783805967,0,3.514153783805967,observed
2017-05-26,7.0019,4.3357,12.0052795273861,3.822717443672733,0,3.822717443672733,observed
2017-05-27,2.0723,6.5324,14.4249502887774,4.593188269147076,0,4.593188269147076,observed
2017-05-28,7.4792,5.8199,12.3136000089514,3.9208927573280796,0,3.9208927573280796,observed
2017-05-29,8.1024,7.6364,10.2484196094753,3.263298644721258,0,3.263298644721258,observed
2017-05-30,10.8637,3.4915,10.5615079255527,3.3629921307870325,0,3.3629921307870325,observed
2017-05-31,3.0027,4.4752,8.46881493347873,2.696637466840725,0,2.696637466840725,observed
2017-06-01,3.8665,4.6248,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-06-02,1.9773,5.5637,9.04317359300756,2.879524575941083,0,2.879524575941083,observed
2017-06-03,1.0499,9.2013,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-06-04,25.0547,6.1604,8.46881493347873,2.696637466840725,0,2.696637466840725,observed
2017-06-05,6.5497,5.006,9.04317359300756,2.879524575941083,0,2.879524575941083,observed
2017-06-06,24.2569,3.8998,9.94004201818214,3.1651051462037922,0,3.1651051462037922,observed
2017-06-07,2.256,0.5526,9.04317359300756,2.879524575941083,0,2.879524575941083,observed
2017-06-08,0.1047,6.4834,9.04317359300756,2.879524575941083,0,2.879524575941083,observed
2017-06-09,7.289,7.058,8.46881493347873,2.696637466840725,0,2.696637466840725,observed
2017-06-10,16.8241,6.9085,9.33741900994825,2.973218111813699,0,2.973218111813699,observed
2017-06-11,6.3409,5.0748,9.94004201818214,3.1651051462037922,0,3.1651051462037922,observed
2017-06-12,1.8397,8.9196,9.6363751516731,3.0684116352345985,0,3.0684116352345985,observed
2017-06-13,7.5535,8.4295,10.8793069664143,3.464185604401104,0,3.464185604401104,observed
2017-06-14,5.1654,9.7244,10.8793069664143,3.464185604401104,0,3.464185604401104,observed
2017-06-15,4.1962,9.0393,10.8793069664143,3.464185604401104,0,3.464185604401104,observed
2017-06-16,3.1288,9.903,12.5389630424848,3.992652785695758,0,3.992652785695758,observed
2017-06-17,3.3981,10.2692,13.2358005464022,4.214539571051634,0,4.214539571051634,observed
2017-06-18,1.5537,10.6201,13.2358005464022,4.214539571051634,0,4.214539571051634,observed
2017-06-19,8.2972,9.8756,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-06-20,7.8083,9.5395,13.2358005464022,4.214539571051634,0,4.214539571051634,observed
2017-06-21,3.2013,10.8292,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-06-22,8.3385,11.0137,13.5912853855372,4.327732945052017,0,4.327732945052017,observed
2017-06-23,20.0196,11.3463,14.3163872381596,4.55861965569761,0,4.55861965569761,observed
2017-06-24,15.0405,8.5823,15.4393704529747,4.916199628278227,0,4.916199628278227,observed
2017-06-25,8.2139,7.3857,19.9197013823447,6.34282523562535,0,6.34282523562535,observed
2017-06-26,4.8911,9.5189,20.7955464280609,6.621711547816252,0,6.621711547816252,observed
2017-06-27,11.7857,7.7702,17.0026315530399,5.413972750728413,0,5.413972750728413,observed
2017-06-28,11.4753,5.8097,16.6047501908473,5.287279488793422,0,5.287279488793422,observed
2017-06-29,1.3783,6.7475,13.5912853855372,4.327732945052017,0,4.327732945052017,observed
2017-06-30,0.948,8.7129,11.20181673206,3.566879065563441,0,3.566879065563441,observed
2017-07-01,4.0257,9.4874,12.1976103777023,3.8839593743402334,0,3.8839593743402334,observed
2017-07-02,5.6693,10.2552,11.860968437704,3.7767659505330062,0,3.7767659505330062,observed
2017-07-03,0.8263,10.668,11.52903722249,3.671072514274107,0,3.671072514274107,observed
2017-07-04,5.0796,12.2443,12.5389630424848,3.992652785695758,0,3.992652785695758,observed
2017-07-05,4.5169,11.7564,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-07-06,0.1675,12.5005,12.1976103777023,3.8839593743402334,0,3.8839593743402334,observed
2017-07-07,0.9721,14.193,13.2358005464022,4.214539571051634,0,4.214539571051634,observed
2017-07-08,1.8818,15.5629,15.0603319899188,4.795506316536392,0,4.795506316536392,observed
2017-07-09,7.4212,15.061,16.6047501908473,5.287279488793422,0,5.287279488793422,observed
2017-07-10,5.8591,12.273,18.2245399883226,5.803052461823075,0,5.803052461823075,observed
2017-07-11,3.2304,11.2028,17.8125264517775,5.671859237243224,0,5.671859237243224,observed
2017-07-12,15.9558,9.8831,17.8125264517775,5.671859237243224,0,5.671859237243224,observed
2017-07-13,24.9292,8.1292,18.6412642496519,5.935745673951222,0,5.935745673951222,observed
2017-07-14,20.5758,7.2032,19.4888449466629,6.205632060852344,0,6.205632060852344,observed
2017-07-15,7.7839,7.9551,18.6412642496519,5.935745673951222,0,5.935745673951222,observed
2017-07-16,13.0043,8.7222,17.0026315530399,5.413972750728413,0,5.413972750728413,observed
2017-07-17,11.2565,7.5249,16.2115795534389,5.1620862144067265,0,5.1620862144067265,observed
2017-07-18,3.1167,8.0962,15.4393704529747,4.916199628278227,0,4.916199628278227,observed
2017-07-19,8.917,8.0439,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-07-20,3.8137,8.5787,13.2358005464022,4.214539571051634,0,4.214539571051634,observed
2017-07-21,1.0346,10.1932,12.5389630424848,3.992652785695758,0,3.992652785695758,observed
2017-07-22,0.171,11.1283,12.1976103777023,3.8839593743402334,0,3.8839593743402334,observed
2017-07-23,5.7416,10.6171,12.1976103777023,3.8839593743402334,0,3.8839593743402334,observed
2017-07-24,7.5842,10.544,12.5389630424848,3.992652785695758,0,3.992652785695758,observed
2017-07-25,6.0426,11.6225,11.52903722249,3.671072514274107,0,3.671072514274107,observed
2017-07-26,0.9465,12.9382,11.20181673206,3.566879065563441,0,3.566879065563441,observed
2017-07-27,1.7821,14.0716,10.8793069664143,3.464185604401104,0,3.464185604401104,observed
2017-07-28,2.5635,12.9007,10.2484196094753,3.263298644721258,0,3.263298644721258,observed
2017-07-29,1.7991,12.5089,10.2484196094753,3.263298644721258,0,3.263298644721258,observed
2017-07-30,0.0356,12.2923,9.94004201818214,3.1651051462037922,0,3.1651051462037922,observed
2017-07-31,0.4422,12.8255,10.5615079255527,3.3629921307870325,0,3.3629921307870325,observed
2017-08-01,0.0785,12.1374,11.860968437704,3.7767659505330062,0,3.7767659505330062,observed
2017-08-02,3.8879,11.9747,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-08-03,12.3493,10.0516,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-08-04,14.4958,7.4512,13.2358005464022,4.214539571051634,0,4.214539571051634,observed
2017-08-05,2.2273,8.5971,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-08-06,0.2215,11.2541,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-08-07,0.4165,12.6159,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-08-08,3.6231,12.8602,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-08-09,3.8798,13.2686,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-08-10,7.2721,11.3909,13.5912853855372,4.327732945052017,0,4.327732945052017,observed
2017-08-11,28.5717,7.0897,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-08-12,12.5755,3.7573,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-08-13,1.1536,6.459,13.9514809494563,4.442426306600665,0,4.442426306600665,observed
2017-08-14,6.5122,6.5112,14.3163872381596,4.55861965569761,0,4.55861965569761,observed
2017-08-15,10.3433,5.6289,12.8850264320514,4.102846184599548,0,4.102846184599548,observed
2017-08-16,15.0369,6.0742,11.20181673206,3.566879065563441,0,3.566879065563441,observed
2017-08-17,7.5401,4.3771,11.20181673206,3.566879065563441,0,3.566879065563441,observed
2017-08-18,0.665,6.0301,10.5615079255527,3.3629921307870325,0,3.3629921307870325,observed
2017-08-19,4.0423,7.5014,10.5615079255527,3.3629921307870325,0,3.3629921307870325,observed
2017-08-20,1.7175,6.1775,9.94004201818214,3.1651051462037922,0,3.1651051462037922,observed
2017-08-21,0.6906,5.9102,7.37662631183118,2.348863099219481,0,2.348863099219481,observed
2017-08-22,1.8507,6.4701,7.11535596837974,2.265669476184896,0,2.265669476184896,observed
2017-08-23,0.2663,5.2347,7.11535596837974,2.265669476184896,0,2.265669476184896,observed
2017-08-24,0.0182,6.1417,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-08-25,0.2623,7.0633,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-08-26,0.1979,6.8159,8.46881493347873,2.696637466840725,0,2.696637466840725,observed
2017-08-27,0.0926,8.223,8.75363890085106,2.7873310276167604,0,2.7873310276167604,observed
2017-08-28,0.3189,9.5214,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-08-29,1.8098,8.6599,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-08-30,0.545,9.7408,7.6426073800668,2.433556709802357,0,2.433556709802357,observed
2017-08-31,0.4702,10.3509,7.11535596837974,2.265669476184896,0,2.265669476184896,observed
2017-09-01,0.3723,9.699,8.18870169089058,2.607443893612981,0,2.607443893612981,observed
2017-09-02,0.4812,9.2699,8.18870169089058,2.607443893612981,0,2.607443893612981,observed
2017-09-03,2.7763,8.8095,7.6426073800668,2.433556709802357,0,2.433556709802357,observed
2017-09-04,9.0094,8.9694,7.6426073800668,2.433556709802357,0,2.433556709802357,observed
2017-09-05,6.3748,7.6622,7.6426073800668,2.433556709802357,0,2.433556709802357,observed
2017-09-06,10.5658,7.9328,7.37662631183118,2.348863099219481,0,2.348863099219481,observed
2017-09-07,4.403,6.6075,7.11535596837974,2.265669476184896,0,2.265669476184896,observed
2017-09-08,1.0234,9.1434,7.9132991730866,2.5197503079335237,0,2.5197503079335237,observed
2017-09-09,9.1652,7.9012,7.6426073800668,2.433556709802357,0,2.433556709802357,observed
2017-09-10,14.6768,6.8095,7.11535596837974,2.265669476184896,0,2.265669476184896,observed
2017-09-11,12.3746,5.9766,7.6426073800668,2.433556709802357,0,2.433556709802357,observed
2017-09-12,3.8965,4.4396,7.37662631183118,2.348863099219481,0,2.348863099219481,observed
2017-09-13,3.4332,4.7232,7.37662631183118,2.348863099219481,0,2.348863099219481,observed
2017-09-14,5.6903,3.2329,7.37662631183118,2.348863099219481,0,2.348863099219481,observed
2017-09-15,0.0009,6.1167,7.11535596837974,2.265669476184896,0,2.265669476184896,observed
2017-09-16,0.4227,7.2779,6.85879634971247,2.1839758406985976,0,2.1839758406985976,observed
2017-09-17,2.1132,6.685,6.85879634971247,2.1839758406985976,0,2.1839758406985976,observed
2017-09-18,1.6273,6.1373,6.11738184241571,1.9478948595294368,0,1.9478948595294368,observed
2017-09-19,2.4931,5.8325,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-20,0.4325,7.0808,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-21,1.3969,6.5804,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-22,0.6211,5.244,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-23,8.6737,3.129,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-24,2.4627,1.258,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-25,3.2805,0.8175,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-26,2.3045,2.0625,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-09-27,7.4439,2.7361,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-09-28,19.9671,0.1048,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-09-29,26.3098,-3.5404,5.19477931299852,1.654120043646614,0,1.654120043646614,observed
2017-09-30,0.91,-7.382,4.97590549260466,1.5844263085466304,0,1.5844263085466304,observed
2017-10-01,0.0003,-5.9659,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-10-02,5.7361,-1.6386,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-10-03,5.9179,0.1034,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-10-04,16.1762,-4.2763,6.11738184241571,1.9478948595294368,0,1.9478948595294368,observed
2017-10-05,0.3094,-5.717,5.87966512288515,1.8722011742362978,0,1.8722011742362978,observed
2017-10-06,0.0743,-4.525,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-10-07,0.4499,-5.6678,5.41836385817655,1.7253137662948845,0,1.7253137662948845,observed
2017-10-08,0.003,-2.6303,5.64665912813876,1.7980074764914458,0,1.7980074764914458,observed
2017-10-09,0.0009,2.5347,5.41836385817655,1.7253137662948845,0,1.7253137662948845,observed
2017-10-10,0.0004,2.4432,5.19477931299852,1.654120043646614,0,1.654120043646614,observed
2017-10-11,0.0,1.9543,4.97590549260466,1.5844263085466304,0,1.5844263085466304,observed
2017-10-12,0.0263,1.2186,4.76174239699497,1.5162325609949343,0,1.5162325609949343,observed
2017-10-13,0.001,-0.0852,4.76174239699497,1.5162325609949343,0,1.5162325609949343,observed
2017-10-14,0.5621,-0.266,4.55229002616947,1.449538800991532,0,1.449538800991532,observed
2017-10-15,0.1248,-1.6424,4.55229002616947,1.449538800991532,0,1.449538800991532,observed
2017-10-16,2.0695,-1.8138,3.57568904380458,1.1385698141988492,0,1.1385698141988492,observed
2017-10-17,0.0007,-0.2214,3.57568904380458,1.1385698141988492,0,1.1385698141988492,observed
2017-10-18,11.3613,-4.8457,3.76158779070921,1.1977636364608086,0,1.1977636364608086,observed
2017-10-19,0.369,-6.4498,3.76158779070921,1.1977636364608086,0,1.1977636364608086,observed
2017-10-20,0.0002,-4.5565,3.39450102168414,1.0808759794851837,0,1.0808759794851837,observed
2017-10-21,0.0017,-3.4227,3.76158779070921,1.1977636364608086,0,1.1977636364608086,observed
2017-10-22,0.0,-4.7634,3.39450102168414,1.0808759794851837,0,1.0808759794851837,observed
2017-10-23,0.0481,-3.71,3.04625715179577,0.9699882727027146,0,0.9699882727027146,observed
2017-10-24,0.3281,-4.7919,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-10-25,0.0399,-5.3632,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-10-26,0.0215,-4.068,2.96743995269599,0.9448913242166048,0,0.9448913242166048,observed
2017-10-27,0.0014,-2.3084,3.21802372434787,1.0246821323198056,0,1.0246821323198056,observed
2017-10-28,0.4514,-1.8967,3.21802372434787,1.0246821323198056,0,1.0246821323198056,observed
2017-10-29,0.4928,-1.9666,3.21802372434787,1.0246821323198056,0,1.0246821323198056,observed
2017-10-30,3.0003,1.2558,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-10-31,0.7809,2.4916,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-01,0.209,2.6003,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-02,0.0006,1.8292,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-03,2.8987,0.276,3.04625715179577,0.9699882727027146,0,0.9699882727027146,observed
2017-11-04,11.8655,-3.7406,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-05,0.9425,-2.9145,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-06,7.7803,-2.2941,2.55922178284455,0.8149066191411851,0,0.8149066191411851,observed
2017-11-07,3.3947,-7.0707,2.55922178284455,0.8149066191411851,0,0.8149066191411851,observed
2017-11-08,0.1043,-8.4645,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-09,1.2386,-6.646,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-10,0.622,-7.707,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-11,0.0034,-6.7763,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-12,0.0009,-4.6911,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-13,0.0,-4.5112,2.87920130402785,0.9167944006339143,0,0.9167944006339143,observed
2017-11-14,0.0124,-5.2587,2.55922178284455,0.8149066191411851,0,0.8149066191411851,observed
2017-11-15,2.48,-7.9468,2.55922178284455,0.8149066191411851,0,0.8149066191411851,observed
2017-11-16,0.0623,-11.7315,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-17,0.0009,-9.6631,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-18,0.386,-10.3433,2.71685618104411,0.8651005161134043,0,0.8651005161134043,observed
2017-11-19,0.2245,-13.544,2.40629810942916,0.7662127097172531,0,0.7662127097172531,observed
2017-11-20,0.0009,-10.7724,2.18633404887442,0.6961718206779315,0,0.6961718206779315,observed
2017-11-21,0.0004,-9.4994,2.25808516079794,0.7190187878416086,0,0.7190187878416086,observed
2017-11-22,0.0,-8.2397,2.40629810942916,0.7662127097172531,0,0.7662127097172531,observed
2017-11-23,0.0013,-5.0002,2.25808516079794,0.7190187878416086,0,0.7190187878416086,observed
2017-11-24,0.0009,-3.6151,2.25808516079794,0.7190187878416086,0,0.7190187878416086,observed
2017-11-25,0.1547,-4.1941,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-11-26,5.3271,-8.1104,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-11-27,0.2871,-12.8584,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-11-28,0.0036,-12.6326,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-11-29,2.0507,-10.7643,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-11-30,0.5244,-12.4882,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-01,1.384,-11.2952,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-02,2.5676,-13.8963,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-03,0.8147,-15.5334,2.25808516079794,0.7190187878416086,0,0.7190187878416086,observed
2017-12-04,0.2876,-16.1505,2.25808516079794,0.7190187878416086,0,0.7190187878416086,observed
2017-12-05,0.135,-17.4392,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-06,0.504,-16.5847,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-07,0.0014,-13.3113,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-08,0.9257,-3.9965,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-09,1.4178,-9.1563,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-10,1.1886,-13.7242,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2017-12-11,0.0046,-13.1614,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-12,0.0015,-13.3872,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-13,0.0007,-15.2918,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-14,0.0022,-14.4537,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-15,0.1011,-13.939,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-16,0.0579,-14.2971,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-17,0.2091,-14.4988,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-18,1.0137,-11.3842,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-19,0.3877,-10.0691,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-20,0.2571,-10.4589,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-21,1.8698,-9.4717,1.71234061411486,0.5452429758219354,0,0.5452429758219354,observed
2017-12-22,0.1094,-11.0153,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2017-12-23,0.935,-10.5287,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-24,1.0016,-8.9303,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-25,9.858,-7.2056,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-26,10.1027,-8.5866,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-27,4.4792,-16.0194,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2017-12-28,0.0108,-13.7617,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-29,0.0009,-9.1054,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-30,0.0009,-8.5997,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2017-12-31,0.0143,-9.107,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-01,0.0004,-12.1908,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-02,0.0009,-11.5433,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2018-01-03,0.0036,-8.7073,2.11458293695091,0.6733248535142576,0,0.6733248535142576,observed
2018-01-04,0.8619,-9.7424,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-05,0.4039,-12.1186,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-06,0.0125,-12.4243,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-07,0.1047,-12.7596,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-08,0.0713,-13.9471,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-09,0.0238,-14.4942,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-10,0.0413,-12.5122,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-11,4.8577,-15.5921,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-12,1.8844,-15.0504,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-13,7.4076,-11.8577,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-14,6.1579,-11.4899,1.71234061411486,0.5452429758219354,0,0.5452429758219354,observed
2018-01-15,4.8589,-12.8419,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-16,2.5883,-11.7805,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-17,0.339,-12.9577,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-18,0.0645,-12.1346,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-19,0.1573,-12.1205,1.97579143788805,0.629130906735194,0,0.629130906735194,observed
2018-01-20,0.0034,-10.4144,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
2018-01-21,0.0,-6.6958,1.84171066360936,0.5864369475044179,0,0.5864369475044179,observed
